timestamp,device_id,location,temperature,humidity,vibration_level,inventory_status,stock_quantity,order_id,order_placed_date,expected_delivery_date,actual_delivery_date,supplier_id,supplier_rating,logistics_partner,shipment_status,social_media_feed,news_alert,weather_condition,system_log_message,manual_risk_label
2024-05-02 16:16:26,sensor_40,Hub_C,23.44,69.31,0.87,in-stock,449,ORD3574,2024-04-22 16:16:26,2024-05-07 16:16:26,2024-05-05 16:16:26,SUP_160,2.88,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-04-14 11:07:39,sensor_21,Hub_C,23.74,53.89,0.65,in-stock,280,ORD5045,2024-04-01 11:07:39,2024-04-19 11:07:39,2024-04-14 11:07:39,SUP_116,1.04,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-04-12 09:06:58,sensor_3,Warehouse_A,23.38,47.33,4.08,in-stock,465,ORD9850,2024-04-03 09:06:58,2024-04-16 09:06:58,2024-04-12 09:06:58,SUP_108,1.97,DHL,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-05-28 03:57:27,sensor_28,Port_B,19.27,66.41,1.41,in-stock,60,ORD6351,2024-05-15 03:57:27,2024-05-31 03:57:27,2024-05-28 03:57:27,SUP_149,1.8,UPS,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-04-08 16:57:23,sensor_15,Warehouse_A,17.43,53.22,1.05,in-stock,170,ORD9981,2025-03-29 16:57:23,2025-04-10 16:57:23,2025-04-08 16:57:23,SUP_152,2.25,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-04-25 05:08:58,sensor_31,Warehouse_A,28.73,51.17,0.08,in-stock,182,ORD9125,2024-04-18 05:08:58,2024-04-29 05:08:58,2024-04-26 05:08:58,SUP_123,4.73,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-03-19 18:03:05,sensor_6,Hub_C,27.89,48.22,0.08,in-stock,79,ORD8971,2025-03-06 18:03:05,2025-03-22 18:03:05,2025-03-20 18:03:05,SUP_110,2.12,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-05-01 21:20:17,sensor_33,Port_B,26.8,55.68,0.02,in-stock,62,ORD9123,2024-04-24 21:20:17,2024-05-02 21:20:17,2024-05-02 21:20:17,SUP_196,1.06,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-04-10 15:46:04,sensor_33,Hub_C,21.72,42.67,3.59,in-stock,422,ORD4795,2025-03-27 15:46:04,2025-04-12 15:46:04,2025-04-10 15:46:04,SUP_186,4.09,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-04-07 03:41:08,sensor_48,Port_B,16.64,41.53,6.35,in-stock,326,ORD5291,2025-04-01 03:41:08,2025-04-12 03:41:08,2025-04-08 03:41:08,SUP_144,1.06,BlueDart,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-01-08 17:40:59,sensor_15,Warehouse_A,19.54,63.58,1.49,in-stock,339,ORD4595,2023-12-31 17:40:59,2024-01-11 17:40:59,2024-01-08 17:40:59,SUP_152,3.01,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-03-05 16:36:26,sensor_36,Warehouse_A,11.47,54.79,3.32,in-stock,57,ORD6460,2025-02-22 16:36:26,2025-03-08 16:36:26,2025-03-06 16:36:26,SUP_113,4.31,BlueDart,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-02-08 20:55:59,sensor_25,Port_B,19.39,35.49,0.06,low,11,ORD9873,2024-01-31 20:55:59,2024-02-13 20:55:59,2024-02-09 20:55:59,SUP_156,1.57,FedEx,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-04-03 18:51:53,sensor_26,Warehouse_A,28.69,48.41,0.18,in-stock,412,ORD8488,2024-03-26 18:51:53,2024-04-06 18:51:53,2024-04-03 18:51:53,SUP_113,1.74,BlueDart,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-01-16 06:52:00,sensor_4,Hub_C,19.89,45.05,1.2,in-stock,197,ORD9105,2024-01-02 06:52:00,2024-01-19 06:52:00,2024-01-19 06:52:00,SUP_112,3.75,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-05-02 05:21:13,sensor_24,Hub_C,24.17,52.12,2.01,in-stock,87,ORD2938,2024-04-17 05:21:13,2024-05-04 05:21:13,2024-05-12 05:21:13,SUP_153,1.5,UPS,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-09-09 23:07:15,sensor_24,Hub_C,25.47,53.92,1.96,in-stock,424,ORD4650,2024-08-26 23:07:15,2024-09-13 23:07:15,2024-09-12 23:07:15,SUP_141,4.8,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-07-27 10:08:07,sensor_38,Port_B,29.86,49.87,0.47,in-stock,270,ORD1599,2024-07-19 10:08:07,2024-07-29 10:08:07,2024-07-27 10:08:07,SUP_125,3.9,BlueDart,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-07-09 14:23:31,sensor_47,Hub_C,26.22,62.75,0.46,low,10,ORD2540,2024-06-27 14:23:31,2024-07-13 14:23:31,2024-07-12 14:23:31,SUP_195,1.84,UPS,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-01-28 18:47:46,sensor_50,Hub_C,31.82,56.14,0.98,in-stock,248,ORD9608,2025-01-19 18:47:46,2025-01-30 18:47:46,2025-01-28 18:47:46,SUP_189,3.44,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-01-23 09:33:36,sensor_40,Hub_C,31.36,48.09,0.15,in-stock,64,ORD3509,2024-01-16 09:33:36,2024-01-25 09:33:36,2024-02-07 09:33:36,SUP_110,3.93,BlueDart,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-06-30 02:41:40,sensor_8,Warehouse_A,28.01,54.8,0.33,in-stock,237,ORD1748,2024-06-23 02:41:40,2024-07-01 02:41:40,2024-06-30 02:41:40,SUP_175,2.58,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-05-22 06:00:06,sensor_3,Port_B,33.65,35.23,1.49,in-stock,473,ORD5263,2024-05-15 06:00:06,2024-05-26 06:00:06,2024-05-22 06:00:06,SUP_155,3.51,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-01-22 15:55:48,sensor_35,Hub_C,27.74,53.25,0.1,in-stock,455,ORD5238,2024-01-14 15:55:48,2024-01-25 15:55:48,2024-01-23 15:55:48,SUP_192,4.95,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-06-26 07:16:41,sensor_34,Warehouse_A,24.83,48.85,3.3,in-stock,51,ORD4042,2024-06-14 07:16:41,2024-06-29 07:16:41,2024-06-27 07:16:41,SUP_109,3.99,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-08-14 20:57:02,sensor_3,Port_B,24.51,64.12,0.03,in-stock,423,ORD4683,2024-08-01 20:57:02,2024-08-17 20:57:02,2024-08-17 20:57:02,SUP_121,4.67,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-03-17 21:27:58,sensor_40,Warehouse_A,19.47,55.73,0.57,in-stock,427,ORD3877,2025-03-09 21:27:58,2025-03-20 21:27:58,2025-03-17 21:27:58,SUP_143,3.97,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-07-14 17:50:43,sensor_47,Warehouse_A,21.47,57.21,1.12,in-stock,220,ORD9041,2024-07-03 17:50:43,2024-07-16 17:50:43,2024-07-17 17:50:43,SUP_150,1.07,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-12-23 17:58:39,sensor_1,Hub_C,13.17,39.8,0.44,in-stock,384,ORD3416,2024-12-15 17:58:39,2024-12-25 17:58:39,2024-12-28 17:58:39,SUP_138,4.87,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-09-09 11:21:44,sensor_43,Port_B,27.47,59.65,0.11,in-stock,159,ORD9609,2024-08-29 11:21:44,2024-09-12 11:21:44,2024-09-11 11:21:44,SUP_122,4.52,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-07-10 07:33:21,sensor_6,Hub_C,25.98,62.57,6.25,in-stock,70,ORD6477,2024-06-29 07:33:21,2024-07-14 07:33:21,2024-07-20 07:33:21,SUP_130,2.08,BlueDart,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-01-19 15:03:08,sensor_21,Port_B,31.39,28.07,0.53,in-stock,364,ORD7781,2025-01-13 15:03:08,2025-01-24 15:03:08,2025-01-19 15:03:08,SUP_176,4.45,FedEx,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-12-11 18:34:35,sensor_45,Port_B,24.25,35.18,0.92,in-stock,422,ORD7694,2024-12-01 18:34:35,2024-12-13 18:34:35,2024-12-13 18:34:35,SUP_141,2.92,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-04-25 10:30:58,sensor_36,Port_B,26.9,56.91,2.14,in-stock,102,ORD6105,2025-04-12 10:30:58,2025-04-29 10:30:58,2025-04-30 10:30:58,SUP_172,2.34,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-10-15 12:39:12,sensor_20,Port_B,22.89,38.69,2.78,in-stock,239,ORD5968,2024-10-06 12:39:12,2024-10-19 12:39:12,2024-10-16 12:39:12,SUP_103,2.68,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-09-08 21:22:09,sensor_17,Port_B,34.32,46.82,1.9,in-stock,340,ORD5396,2024-09-03 21:22:09,2024-09-09 21:22:09,2024-09-28 21:22:09,SUP_186,1.24,BlueDart,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-10-17 03:37:53,sensor_38,Warehouse_A,19.22,45.8,0.65,in-stock,105,ORD6300,2024-10-10 03:37:53,2024-10-18 03:37:53,2024-10-19 03:37:53,SUP_110,4.32,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-09-21 05:25:52,sensor_7,Hub_C,18.0,51.81,1.16,low,32,ORD8231,2024-09-16 05:25:52,2024-09-22 05:25:52,2024-09-26 05:25:52,SUP_163,1.72,FedEx,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-05-06 00:57:42,sensor_40,Port_B,23.27,33.88,0.2,in-stock,411,ORD3584,2025-05-01 00:57:42,2025-05-10 00:57:42,2025-05-07 00:57:42,SUP_110,1.22,DHL,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-05-28 19:20:43,sensor_29,Hub_C,24.27,55.36,3.08,in-stock,79,ORD5820,2024-05-17 19:20:43,2024-06-01 19:20:43,2024-05-29 19:20:43,SUP_172,1.23,DHL,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-04-06 20:28:38,sensor_2,Hub_C,29.44,60.84,0.62,in-stock,494,ORD6950,2024-03-26 20:28:38,2024-04-10 20:28:38,2024-04-06 20:28:38,SUP_172,4.78,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-07-24 03:51:49,sensor_25,Hub_C,25.24,53.32,0.45,in-stock,88,ORD8955,2024-07-10 03:51:49,2024-07-29 03:51:49,2024-08-08 03:51:49,SUP_160,1.7,DHL,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-05-29 17:22:15,sensor_13,Warehouse_A,35.5,47.53,0.19,in-stock,264,ORD5087,2024-05-24 17:22:15,2024-06-02 17:22:15,2024-05-29 17:22:15,SUP_106,4.96,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-02-21 02:12:22,sensor_21,Warehouse_A,18.37,63.46,1.68,in-stock,423,ORD1692,2024-02-12 02:12:22,2024-02-26 02:12:22,2024-02-21 02:12:22,SUP_177,2.84,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-02-25 05:46:58,sensor_49,Port_B,28.51,57.23,0.38,in-stock,245,ORD3900,2025-02-14 05:46:58,2025-03-01 05:46:58,2025-02-27 05:46:58,SUP_113,1.71,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-04-18 14:37:25,sensor_16,Port_B,32.61,45.09,0.11,in-stock,377,ORD2380,2024-04-10 14:37:25,2024-04-23 14:37:25,2024-04-19 14:37:25,SUP_176,4.0,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-07-10 12:41:20,sensor_15,Hub_C,24.22,38.44,3.2,in-stock,197,ORD1050,2024-06-30 12:41:20,2024-07-13 12:41:20,2024-07-10 12:41:20,SUP_179,4.39,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-10-12 21:28:22,sensor_48,Warehouse_A,21.19,50.53,5.18,in-stock,169,ORD8073,2024-10-03 21:28:22,2024-10-14 21:28:22,2024-10-15 21:28:22,SUP_105,4.7,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-02-07 14:32:53,sensor_41,Warehouse_A,25.31,40.17,2.13,in-stock,400,ORD3486,2024-02-01 14:32:53,2024-02-09 14:32:53,2024-02-10 14:32:53,SUP_120,4.7,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-07-21 03:57:04,sensor_19,Port_B,25.87,53.68,2.05,in-stock,428,ORD6142,2024-07-15 03:57:04,2024-07-22 03:57:04,2024-07-22 03:57:04,SUP_152,4.02,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-06-24 10:05:25,sensor_1,Port_B,22.32,47.36,3.63,in-stock,129,ORD8898,2024-06-18 10:05:25,2024-06-29 10:05:25,2024-06-25 10:05:25,SUP_168,1.98,UPS,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-02-24 17:09:34,sensor_21,Warehouse_A,17.77,37.21,1.66,in-stock,440,ORD7534,2025-02-10 17:09:34,2025-03-01 17:09:34,2025-02-26 17:09:34,SUP_134,2.89,BlueDart,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-05-22 09:56:56,sensor_45,Hub_C,25.55,50.76,0.69,in-stock,216,ORD6412,2024-05-12 09:56:56,2024-05-26 09:56:56,2024-05-23 09:56:56,SUP_162,4.06,DHL,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-03-04 03:06:35,sensor_14,Hub_C,26.77,36.87,2.31,in-stock,376,ORD5825,2025-02-19 03:06:35,2025-03-06 03:06:35,2025-03-24 03:06:35,SUP_180,2.93,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-01-25 04:11:00,sensor_40,Warehouse_A,20.01,66.23,0.0,in-stock,456,ORD4091,2025-01-11 04:11:00,2025-01-27 04:11:00,2025-01-28 04:11:00,SUP_129,2.96,DHL,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-11-25 04:48:17,sensor_47,Port_B,15.69,51.12,0.95,in-stock,332,ORD3286,2024-11-11 04:48:17,2024-11-30 04:48:17,2024-11-28 04:48:17,SUP_111,3.46,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-06-21 06:40:08,sensor_29,Warehouse_A,25.57,50.02,1.78,in-stock,177,ORD7504,2024-06-16 06:40:08,2024-06-25 06:40:08,2024-06-22 06:40:08,SUP_106,4.16,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-02-11 23:43:38,sensor_33,Warehouse_A,13.9,36.0,0.26,in-stock,133,ORD3401,2025-02-05 23:43:38,2025-02-12 23:43:38,2025-02-11 23:43:38,SUP_138,2.95,UPS,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-04-03 14:24:42,sensor_18,Warehouse_A,38.57,65.02,1.09,in-stock,112,ORD7938,2025-03-21 14:24:42,2025-04-08 14:24:42,2025-04-03 14:24:42,SUP_119,1.39,BlueDart,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-12-18 07:13:07,sensor_25,Hub_C,20.14,41.05,0.38,in-stock,470,ORD4950,2024-12-12 07:13:07,2024-12-22 07:13:07,2024-12-23 07:13:07,SUP_106,4.72,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-12-17 21:42:36,sensor_1,Hub_C,25.25,51.7,0.93,in-stock,309,ORD7422,2024-12-06 21:42:36,2024-12-21 21:42:36,2024-12-17 21:42:36,SUP_144,4.74,BlueDart,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-07-20 10:40:12,sensor_27,Port_B,27.05,47.23,0.01,in-stock,52,ORD2789,2024-07-05 10:40:12,2024-07-22 10:40:12,2024-08-09 10:40:12,SUP_110,4.98,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-07-18 07:11:40,sensor_35,Hub_C,30.55,45.95,2.77,in-stock,392,ORD5633,2024-07-13 07:11:40,2024-07-23 07:11:40,2024-07-18 07:11:40,SUP_198,4.22,UPS,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-07-14 19:41:40,sensor_1,Port_B,30.99,42.29,0.52,in-stock,109,ORD8595,2024-07-07 19:41:40,2024-07-15 19:41:40,2024-07-24 19:41:40,SUP_107,1.67,BlueDart,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-02-09 13:52:36,sensor_25,Port_B,27.49,57.54,3.38,in-stock,337,ORD9601,2024-01-31 13:52:36,2024-02-11 13:52:36,2024-02-19 13:52:36,SUP_128,4.24,UPS,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-11-07 17:09:47,sensor_49,Port_B,32.87,46.54,2.08,low,46,ORD3818,2024-10-26 17:09:47,2024-11-08 17:09:47,2024-11-07 17:09:47,SUP_142,2.68,UPS,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-07-23 09:54:47,sensor_50,Warehouse_A,18.12,67.02,0.54,in-stock,257,ORD4430,2024-07-10 09:54:47,2024-07-28 09:54:47,2024-07-24 09:54:47,SUP_182,4.84,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-05-11 16:48:35,sensor_8,Warehouse_A,24.92,56.83,0.63,in-stock,85,ORD2666,2024-05-02 16:48:35,2024-05-14 16:48:35,2024-05-13 16:48:35,SUP_109,3.72,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-12-20 13:39:08,sensor_33,Hub_C,29.51,42.32,2.88,low,47,ORD5185,2024-12-07 13:39:08,2024-12-24 13:39:08,2024-12-20 13:39:08,SUP_179,4.86,BlueDart,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-04-02 01:17:16,sensor_27,Port_B,24.02,59.17,2.3,in-stock,288,ORD1229,2024-03-20 01:17:16,2024-04-03 01:17:16,2024-04-22 01:17:16,SUP_146,1.62,BlueDart,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-11-14 18:09:52,sensor_23,Port_B,14.66,47.89,2.02,in-stock,72,ORD9887,2024-11-03 18:09:52,2024-11-19 18:09:52,2024-11-14 18:09:52,SUP_197,1.69,UPS,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-09-01 12:28:56,sensor_3,Port_B,27.18,54.01,0.15,in-stock,139,ORD2645,2024-08-19 12:28:56,2024-09-04 12:28:56,2024-09-03 12:28:56,SUP_124,1.61,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-02-24 20:25:49,sensor_19,Hub_C,32.56,36.87,0.26,in-stock,229,ORD2080,2025-02-16 20:25:49,2025-02-25 20:25:49,2025-02-26 20:25:49,SUP_101,4.91,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-06-25 10:10:01,sensor_12,Hub_C,29.06,69.91,0.07,in-stock,484,ORD4388,2024-06-12 10:10:01,2024-06-30 10:10:01,2024-07-15 10:10:01,SUP_149,3.71,FedEx,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-04-14 15:40:49,sensor_49,Hub_C,30.53,37.5,2.75,in-stock,400,ORD8474,2025-04-08 15:40:49,2025-04-19 15:40:49,2025-04-17 15:40:49,SUP_137,1.96,FedEx,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-03-05 02:48:25,sensor_7,Warehouse_A,18.66,46.57,0.16,in-stock,224,ORD6251,2025-02-25 02:48:25,2025-03-10 02:48:25,2025-03-05 02:48:25,SUP_115,1.36,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-06-10 08:24:21,sensor_15,Warehouse_A,20.06,57.23,0.45,in-stock,104,ORD8819,2024-05-29 08:24:21,2024-06-11 08:24:21,2024-06-13 08:24:21,SUP_168,3.53,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-02-26 05:40:44,sensor_8,Warehouse_A,27.18,60.01,0.62,in-stock,437,ORD1729,2025-02-20 05:40:44,2025-03-03 05:40:44,2025-03-01 05:40:44,SUP_137,2.0,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-05-10 09:38:53,sensor_41,Warehouse_A,30.75,55.73,2.1,in-stock,236,ORD6500,2024-04-28 09:38:53,2024-05-11 09:38:53,2024-05-10 09:38:53,SUP_133,1.55,FedEx,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
